question_id,db_id,question,gold_sql,JOIN,GROUP_BY,HAVING,categories,category_signature,parse_error
1155,thrombosis_prediction,"List the patient ID, sex and birthday of patient with LDH beyond normal range.","SELECT DISTINCT T1.ID, T1.SEX, T1.Birthday FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.LDH > 500",True,False,False,['JOIN'],JOIN,
1156,thrombosis_prediction,State the ID and age of patient with positive degree of coagulation.,"SELECT DISTINCT T1.ID, STRFTIME('%Y', CURRENT_TIMESTAMP) - STRFTIME('%Y', T1.Birthday) FROM Patient AS T1 INNER JOIN Examination AS T2 ON T1.ID = T2.ID WHERE T2.RVVT = '+'",True,False,False,['JOIN'],JOIN,
1157,thrombosis_prediction,"For patients with severe degree of thrombosis, list their ID, sex and disease the patient is diagnosed with.","SELECT DISTINCT T1.ID, T1.SEX, T1.Diagnosis FROM Patient AS T1 INNER JOIN Examination AS T2 ON T1.ID = T2.ID WHERE T2.Thrombosis = 2",True,False,False,['JOIN'],JOIN,
1158,thrombosis_prediction,List all patients who were born in 1937 whose total cholesterol was beyond the normal range.,"SELECT DISTINCT T1.ID FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE STRFTIME('%Y', T1.Birthday) = '1937' AND T2.`T-CHO` >= 250",True,False,False,['JOIN'],JOIN,
1159,thrombosis_prediction,"For patient with albumin level lower than 3.5, list their ID, sex and diagnosis.","SELECT DISTINCT T1.ID, T1.SEX, T1.Diagnosis FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.ALB < 3.5",True,False,False,['JOIN'],JOIN,
1160,thrombosis_prediction,What is the percentage of female patient had total protein not within the normal range?,SELECT CAST(SUM(CASE WHEN T1.SEX = 'F' AND (T2.TP < 6.0 OR T2.TP > 8.5) THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.SEX = 'F',True,False,False,['JOIN'],JOIN,
1161,thrombosis_prediction,"For in-patient age 50 and above, what is their average anti-cardiolipin antibody (IgG) concentration?","SELECT AVG(T2.`aCL IgG`) FROM Patient AS T1 INNER JOIN Examination AS T2 ON T1.ID = T2.ID WHERE STRFTIME('%Y', CURRENT_TIMESTAMP) - STRFTIME('%Y', T1.Birthday) >= 50 AND T1.Admission = '+'",True,False,False,['JOIN'],JOIN,
1162,thrombosis_prediction,How many female patients who came at the hospital in 1997 was immediately followed at the outpatient clinic?,"SELECT COUNT(*) FROM Patient WHERE STRFTIME('%Y', Description) = '1997' AND SEX = 'F' AND Admission = '-'",False,False,False,[],NONE,
1163,thrombosis_prediction,What was the age of the youngest patient when they initially arrived at the hospital?,"SELECT MIN(STRFTIME('%Y', `First Date`) - STRFTIME('%Y', Birthday)) FROM Patient",False,False,False,[],NONE,
1164,thrombosis_prediction,How many of the patients with the most serious thrombosis cases examined in 1997 are women?,"SELECT  COUNT(*) FROM Patient AS T1 INNER JOIN Examination AS T2 ON T1.ID = T2.ID WHERE T1.SEX = 'F' AND STRFTIME('%Y', T2.`Examination Date`) = '1997' AND T2.Thrombosis = 1",True,False,False,['JOIN'],JOIN,
1165,thrombosis_prediction,What is the age gap between the youngest and oldest patient with a normal triglyceride recorded?,"SELECT STRFTIME('%Y', MAX(T1.Birthday)) - STRFTIME('%Y', MIN(T1.Birthday)) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.TG >= 200",True,False,False,['JOIN'],JOIN,
1166,thrombosis_prediction,What are the symptoms observed by the youngest patient to ever did a medical examination? Identify their diagnosis.,"SELECT T2.Symptoms, T1.Diagnosis FROM Patient AS T1 INNER JOIN Examination AS T2 ON T1.ID = T2.ID WHERE T2.Symptoms IS NOT NULL ORDER BY T1.Birthday DESC LIMIT 1",True,False,False,['JOIN'],JOIN,
1167,thrombosis_prediction,"For the year that concluded on December 31, 1998, how many male patients on average were tested in the lab each month?","SELECT CAST(COUNT(T1.ID) AS REAL) / 12 FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE STRFTIME('%Y', T2.Date) = '1998' AND T1.SEX = 'M'",True,False,False,['JOIN'],JOIN,
1168,thrombosis_prediction,"The oldest SJS patient's medical laboratory work was completed on what date, and what age was the patient when they initially arrived at the hospital?","SELECT T1.Date, STRFTIME('%Y', T2.`First Date`) - STRFTIME('%Y', T2.Birthday),T2.Birthday FROM Laboratory AS T1 INNER JOIN Patient AS T2 ON T1.ID = T2.ID WHERE T2.Diagnosis = 'SJS' AND T2.Birthday IS NOT NULL ORDER BY T2.Birthday ASC LIMIT 1",True,False,False,['JOIN'],JOIN,
1169,thrombosis_prediction,What is the ratio of male to female patients among all those with abnormal uric acid counts?,SELECT CAST(SUM(CASE WHEN T2.UA <= 8.0 AND T1.SEX = 'M' THEN 1 ELSE 0 END) AS REAL) / SUM(CASE WHEN T2.UA <= 6.5 AND T1.SEX = 'F' THEN 1 ELSE 0 END) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID,True,False,False,['JOIN'],JOIN,
1170,thrombosis_prediction,How many patients hadn't undergone a medical examination until at least a year following their initial hospital visit?,"SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Examination AS T2 ON T1.ID = T2.ID WHERE T1.Admission = '+' AND STRFTIME('%Y', T2.`Examination Date`) - STRFTIME('%Y', T1.`First Date`) >= 1",True,False,False,['JOIN'],JOIN,
1171,thrombosis_prediction,How many underage patients were examined during the course of the three-year period from 1990 to 1993?,"SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Examination AS T2 ON T1.ID = T2.ID WHERE STRFTIME('%Y', T2.`Examination Date`) BETWEEN '1990' AND '1993' AND STRFTIME('%Y', T2.`Examination Date`) - STRFTIME('%Y', T1.Birthday) < 18",True,False,False,['JOIN'],JOIN,
1172,thrombosis_prediction,How many male patients have elevated total bilirubin count?,SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.`T-BIL` >= 2.0 AND T1.SEX = 'M',True,False,False,['JOIN'],JOIN,
1173,thrombosis_prediction,"What is the most common illness that doctors identified among the patients whose lab work was done between 1/1/1985, and 12/31/1995?",SELECT T2.Diagnosis FROM Examination AS T1 INNER JOIN Patient AS T2 ON T1.ID = T2.ID WHERE T1.`Examination Date` BETWEEN '1985-01-01' AND '1995-12-31' GROUP BY T2.Diagnosis ORDER BY COUNT(T2.Diagnosis) DESC LIMIT 1,True,True,False,"['JOIN', 'GROUP_BY']",JOIN+GROUP_BY,
1174,thrombosis_prediction,What is the average age of patients as of year 1999 examined in the laboratory for the October of the year 1991?,"SELECT AVG('1999'  - STRFTIME('%Y', T2.Birthday)) FROM Laboratory AS T1 INNER JOIN Patient AS T2 ON T1.ID = T2.ID WHERE T1.Date BETWEEN '1991-10-01' AND '1991-10-30'",True,False,False,['JOIN'],JOIN,
1175,thrombosis_prediction,"How old was the patient who had the highest hemoglobin count at the time of the examination, and what is the doctor's diagnosis?","SELECT STRFTIME('%Y', T2.Date) - STRFTIME('%Y', T1.Birthday), T1.Diagnosis FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID ORDER BY T2.HGB DESC LIMIT 1",True,False,False,['JOIN'],JOIN,
1176,thrombosis_prediction,What was the anti-nucleus antibody concentration level for the patient id 3605340 on 1996/12/2?,SELECT ANA FROM Examination WHERE ID = 3605340 AND `Examination Date` = '1996-12-02',False,False,False,[],NONE,
1177,thrombosis_prediction,Was the total cholesterol status for the patient id 2927464 on 1995-9-4 at the normal level?,SELECT CASE WHEN `T-CHO` < 250 THEN 'Normal' ELSE 'Abnormal' END FROM Laboratory WHERE ID = 2927464 AND Date = '1995-09-04',False,False,False,[],NONE,
1178,thrombosis_prediction,What was the gender of the first AORTITIS diagnosed patient?,SELECT SEX FROM Patient WHERE Diagnosis = 'AORTITIS' AND `First Date` IS NOT NULL ORDER BY `First Date` ASC LIMIT 1,False,False,False,[],NONE,
1179,thrombosis_prediction,"For the patient who was diagnosed with SLE on 1994/2/19, what was his/her anti-Cardiolipin antibody concentration status on 1993/11/12?","SELECT `aCL IgA`, `aCL IgG`, `aCL IgM` FROM Examination WHERE ID IN ( SELECT ID FROM Patient WHERE Diagnosis = 'SLE' AND Description = '1994-02-19' ) AND `Examination Date` = '1993-11-12'",False,False,False,[],NONE,
1180,thrombosis_prediction,Was the patient a man or a women whose ALT glutamic pylvic transaminase status got 9 on 1992-6-12?,SELECT T1.SEX FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.GPT = 9.0 AND T2.Date = '1992-06-12',True,False,False,['JOIN'],JOIN,
1181,thrombosis_prediction,"For the patient who got the laboratory test of uric acid level as 8.4 on 1991-10-21, how old was he/she at that time?","SELECT STRFTIME('%Y', T2.Date) - STRFTIME('%Y', T1.Birthday) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.UA = 8.4 AND T2.Date = '1991-10-21'",True,False,False,['JOIN'],JOIN,
1182,thrombosis_prediction,"For the patient who first came to the hospital on 1991/6/13 who was diagnosed with SJS, what is the total number of his/her Laboratory tests in 1995?","SELECT COUNT(*) FROM Laboratory WHERE ID = ( SELECT ID FROM Patient WHERE `First Date` = '1991-06-13' AND Diagnosis = 'SJS' ) AND STRFTIME('%Y', Date) = '1995'",False,False,False,[],NONE,
1183,thrombosis_prediction,"For the patient who was diagnosed SLE on 1997/1/27, what was his/her original diagnose when he/she came to the hospital for the first time?",SELECT T1.Diagnosis FROM Patient AS T1 INNER JOIN Examination AS T2 ON T1.ID = T2.ID WHERE T1.ID = ( SELECT ID FROM Examination WHERE `Examination Date` = '1997-01-27' AND Diagnosis = 'SLE' ) AND T2.`Examination Date` = T1.`First Date`,True,False,False,['JOIN'],JOIN,
1184,thrombosis_prediction,"For the patient whose birthday was 1959/3/1, what symptoms did he/she have during the examination on 1993/9/27?",SELECT T2.Symptoms FROM Patient AS T1 INNER JOIN Examination AS T2 ON T1.ID = T2.ID WHERE T1.Birthday = '1959-03-01' AND T2.`Examination Date` = '1993-09-27',True,False,False,['JOIN'],JOIN,
1185,thrombosis_prediction,"For the patient who was born on 1959/2/18, what is the decrease rate for his/her total cholesterol from November to December in 1981?",SELECT CAST((SUM(CASE WHEN T2.Date LIKE '1981-11-%' THEN T2.`T-CHO` ELSE 0 END) - SUM(CASE WHEN T2.Date LIKE '1981-12-%' THEN T2.`T-CHO` ELSE 0 END)) AS REAL) / SUM(CASE WHEN T2.Date LIKE '1981-12-%' THEN T2.`T-CHO` ELSE 0 END) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.Birthday = '1959-02-18',True,False,False,['JOIN'],JOIN,
1186,thrombosis_prediction,Lists all patients by ID who were diagnosed with Behcet's and had their exams between 01/01/197 and 12/31/1997.,SELECT ID FROM Examination WHERE `Examination Date` BETWEEN '1997-01-01' AND '1997-12-31' AND Diagnosis = 'Behcet',False,False,False,[],NONE,
1187,thrombosis_prediction,How many patients who were examined between 1987/7/6 and 1996/1/31 had a GPT level greater than 30 and an ALB level less than 4? List them by their ID.,SELECT DISTINCT ID FROM Laboratory WHERE Date BETWEEN '1987-07-06' AND '1996-01-31' AND GPT > 30 AND ALB < 4,False,False,False,[],NONE,
1188,thrombosis_prediction,How many female patients born in 1964 were admitted to the hospital? List them by ID.,"SELECT ID FROM Patient WHERE STRFTIME('%Y', Birthday) = '1964' AND SEX = 'F' AND Admission = '+'",False,False,False,[],NONE,
1189,thrombosis_prediction,"What number of patients with a degree of thrombosis level 2 and ANA pattern of only S, have a level of anti-Cardiolip in antibody (IgM) 20% higher than average?",SELECT COUNT(*) FROM Examination WHERE Thrombosis = 2 AND `ANA Pattern` = 'S' AND `aCL IgM` > (SELECT AVG(`aCL IgM`) * 1.2 FROM Examination WHERE Thrombosis = 2 AND `ANA Pattern` = 'S'),False,False,False,[],NONE,
1190,thrombosis_prediction,What percentage of patients with a proteinuria level within the normal range have a uric acid level below the normal range?,SELECT CAST(SUM(CASE WHEN UA <= 6.5 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(ID) FROM Laboratory WHERE `U-PRO` > 0 AND `U-PRO` < 30,False,False,False,[],NONE,
1191,thrombosis_prediction,What percentage of male patients who first presented to the hospital in 1981 were diagnosed with BEHCET?,"SELECT CAST(SUM(CASE WHEN Diagnosis = 'BEHCET' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(ID) FROM Patient WHERE STRFTIME('%Y', `First Date`) = '1981' AND SEX = 'M'",False,False,False,[],NONE,
1192,thrombosis_prediction,List all patients who were followed up at the outpatient clinic who underwent a laboratory test in October 1991 and had a total blood bilirubin level within the normal range.,SELECT DISTINCT T1.ID FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.Admission = '-' AND T2.`T-BIL` < 2.0 AND T2.Date LIKE '1991-10-%',True,False,False,['JOIN'],JOIN,
1193,thrombosis_prediction,"Excluding all P only ANA Pattern patients, how many of the remainder are women born between 1980 and 1989?","SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Examination AS T2 ON T1.ID = T2.ID WHERE T2.`ANA Pattern` != 'P' AND STRFTIME('%Y', T1.Birthday) BETWEEN '1980' AND '1989' AND T1.SEX = 'F'",True,False,False,['JOIN'],JOIN,
1194,thrombosis_prediction,"What sex is the patient who in a medical examination was diagnosed with PSS and in a laboratory examination had a blood level of C-reactive protein de 2+, createnine 1 and LDH 123?",SELECT T1.SEX FROM Patient AS T1 INNER JOIN Examination AS T2 ON T1.ID = T2.ID INNER JOIN Laboratory AS T3 ON T3.ID = T2.ID WHERE T2.Diagnosis = 'PSS' AND T3.CRP = '2+' AND T3.CRE = 1.0 AND T3.LDH = 123,True,False,False,['JOIN'],JOIN,
1195,thrombosis_prediction,What is the average blood albumin level for female patients with a PLT greater than 400 who have been diagnosed with SLE?,SELECT AVG(T2.ALB) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.PLT > 400 AND T1.Diagnosis = 'SLE' AND T1.SEX = 'F',True,False,False,['JOIN'],JOIN,
1196,thrombosis_prediction,What is the most common sign of patients with SLE disease?,SELECT Symptoms FROM Examination WHERE Diagnosis = 'SLE' GROUP BY Symptoms ORDER BY COUNT(Symptoms) DESC LIMIT 1,False,True,False,['GROUP_BY'],GROUP_BY,
1197,thrombosis_prediction,"When was the medical information on patient number 48473 first documented, and what disease did she have?","SELECT `First Date`, Diagnosis FROM Patient WHERE ID = 48473",False,False,False,[],NONE,
1198,thrombosis_prediction,How many female patients were given an APS diagnosis?,SELECT COUNT(ID) FROM Patient WHERE SEX = 'F' AND Diagnosis = 'APS',False,False,False,[],NONE,
1199,thrombosis_prediction,How many patients who underwent testing in 1997 had protein levels outside the normal range?,"SELECT COUNT(ID) FROM Laboratory WHERE (ALB <= 6.0 OR ALB >= 8.5) AND STRFTIME('%Y', Date) = '1997'",False,False,False,[],NONE,
1200,thrombosis_prediction,What proportion of patients who had signs of thrombocytopenia had SLE diagnosed?,SELECT CAST(SUM(CASE WHEN Diagnosis = 'SLE' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(ID) FROM Examination WHERE Symptoms = 'thrombocytopenia',False,False,False,[],NONE,
1201,thrombosis_prediction,What percentage of patients who were born in 1980 and were diagnosed with RA are women?,"SELECT CAST(SUM(CASE WHEN SEX = 'F' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(ID) FROM Patient WHERE Diagnosis = 'RA' AND STRFTIME('%Y', Birthday) = '1980'",False,False,False,[],NONE,
1202,thrombosis_prediction,How many male patients who underwent testing between 1995 and 1997 and were subsequently diagnosed with Behcet disease did not stay in the hospital for treatment?,"SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Examination AS T2 ON T1.ID = T2.ID WHERE T2.Diagnosis = 'Behcet' AND T1.SEX = 'M' AND STRFTIME('%Y', T2.`Examination Date`) BETWEEN '1995' AND '1997' AND T1.Admission = '-'",True,False,False,['JOIN'],JOIN,
1203,thrombosis_prediction,How many patients who were female got white blood cells that were below 3.5?,SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.WBC < 3.5 AND T1.SEX = 'F',True,False,False,['JOIN'],JOIN,
1204,thrombosis_prediction,How long did it take after patient number 821298 arrived at the hospital for the first time before her evaluation began?,"SELECT STRFTIME('%d', T3.`Examination Date`) - STRFTIME('%d', T1.`First Date`) FROM Patient AS T1 INNER JOIN Examination AS T3 ON T1.ID = T3.ID WHERE T1.ID = 821298",True,False,False,['JOIN'],JOIN,
1205,thrombosis_prediction,Was the patient with the number 57266's uric acid within a normal range?,SELECT CASE WHEN (T1.SEX = 'F' AND T2.UA > 6.5) OR (T1.SEX = 'M' AND T2.UA > 8.0) THEN true ELSE false END FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.ID = 57266,True,False,False,['JOIN'],JOIN,
1206,thrombosis_prediction,When is the laboratory examination of patient '48473' where his/her AST glutamic oxaloacetic transaminase (GOT) index is above the normal range.,SELECT Date FROM Laboratory WHERE ID = 48473 AND GOT >= 60,False,False,False,[],NONE,
1207,thrombosis_prediction,"List all patients with their sex and date of birthday, whose AST glutamic oxaloacetic transaminase (GOT) index is within normal range for loboratory examination in 1994.","SELECT DISTINCT T1.SEX, T1.Birthday FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.GOT < 60 AND STRFTIME('%Y', T2.Date) = '1994'",True,False,False,['JOIN'],JOIN,
1208,thrombosis_prediction,Provide IDs for male patients with ALT glutamic pylvic transaminase (GPT) that have history of ALT glutamic pylvic transaminase (GPT) exceed the normal range.,SELECT DISTINCT T1.ID FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.SEX = 'M' AND T2.GPT >= 60,True,False,False,['JOIN'],JOIN,
1209,thrombosis_prediction,Please provide the diagnosis of patients with ALT glutamic pylvic transaminase beyond the normal range by ascending order of their date of birth.,SELECT DISTINCT T1.Diagnosis FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.GPT > 60 ORDER BY T1.Birthday ASC,True,False,False,['JOIN'],JOIN,
1210,thrombosis_prediction,What is the average index of the lactate dehydrogenase (LDH) for all patients with lactate dehydrogenase (LDH) within the normal range.,SELECT AVG(LDH) FROM Laboratory WHERE LDH < 500,False,False,False,[],NONE,
1211,thrombosis_prediction,Provide the ID and age of patient with lactate dehydrogenase (LDH) between 100-300 index above the normal range.,"SELECT DISTINCT T1.ID, STRFTIME('%Y', CURRENT_TIMESTAMP) - STRFTIME('%Y', T1.Birthday) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.LDH > 600 AND T2.LDH < 800",True,False,False,['JOIN'],JOIN,
1212,thrombosis_prediction,"For patients with alkaliphophatase (ALP) within normal range, were they treated as inpatient or outpatient?",SELECT T1.Admission FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.ALP < 300,True,False,False,['JOIN'],JOIN,
1213,thrombosis_prediction,"Name the ID of the patient who is born on the April 1st, 1982. Is his/her alkaliphophatase (ALP) within normal range?","SELECT T1.ID , CASE WHEN T2.ALP < 300 THEN 'normal' ELSE 'abNormal' END FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.Birthday = '1982-04-01'",True,False,False,['JOIN'],JOIN,
1214,thrombosis_prediction,"List ID, sex and date of birth of patient whose total protein (TP) below the lower range of the normal index.","SELECT DISTINCT T1.ID, T1.SEX, T1.Birthday FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.TP < 6.0",True,False,False,['JOIN'],JOIN,
1215,thrombosis_prediction,"For all female patient with total protein (TP) beyond the normal index, what is the deviation of their TP idex from the normal.",SELECT T2.TP - 8.5 FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.SEX = 'F' AND T2.TP > 8.5,True,False,False,['JOIN'],JOIN,
1216,thrombosis_prediction,Sort in descending order all patients by birthday for male patient with albumin not within range.,SELECT DISTINCT T1.ID FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.SEX = 'M' AND (T2.ALB <= 3.5 OR T2.ALB >= 5.5) ORDER BY T1.Birthday DESC,True,False,False,['JOIN'],JOIN,
1217,thrombosis_prediction,"For all patient born in 1982, state if their albumin is within normal range.","SELECT CASE WHEN T2.ALB >= 3.5 AND T2.ALB <= 5.5 THEN 'normal' ELSE 'abnormal' END FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE STRFTIME('%Y', T1.Birthday) = '1982'",True,False,False,['JOIN'],JOIN,
1218,thrombosis_prediction,What is the percentage of the female patient whose uric acid (UA) beyond the normal range?,SELECT CAST(SUM(CASE WHEN T2.UA > 6.5 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.SEX = 'F',True,False,False,['JOIN'],JOIN,
1219,thrombosis_prediction,"For all patients with normal uric acid (UA), what is the average UA index based on their latest laboratory examination result?",SELECT AVG(T2.UA) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE (T2.UA < 6.5 AND T1.SEX = 'F') OR (T2.UA < 8.0 AND T1.SEX = 'M') AND T2.Date = ( SELECT MAX(Date) FROM Laboratory ),True,False,False,['JOIN'],JOIN,
1220,thrombosis_prediction,"Provide all ID, sex and birthday of patients whose urea nitrogen (UN) just within the borderline of passing?","SELECT DISTINCT T1.ID, T1.SEX, T1.Birthday FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.UN = 29",True,False,False,['JOIN'],JOIN,
1221,thrombosis_prediction,"Provide the ID, sex, birthday of all patients diagnosed with 'RA' that are within the UN normal index.","SELECT DISTINCT T1.ID, T1.SEX, T1.Birthday FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.UN < 30 AND T1.Diagnosis = 'RA'",True,False,False,['JOIN'],JOIN,
1222,thrombosis_prediction,How many male patients are are with creatinine index out of the normal range?,SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.CRE >= 1.5 AND T1.SEX = 'M',True,False,False,['JOIN'],JOIN,
1223,thrombosis_prediction,Are there more male patients with creatinine not within the normal range than female? True or False?,SELECT CASE WHEN SUM(CASE WHEN T1.SEX = 'M' THEN 1 ELSE 0 END) > SUM(CASE WHEN T1.SEX = 'F' THEN 1 ELSE 0 END) THEN 'True' ELSE 'False' END FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.CRE >= 1.5,True,False,False,['JOIN'],JOIN,
1224,thrombosis_prediction,"What is the highest total bilirubin level recorded? List out the patient details with ID, sex and birthday with that index.","SELECT T2.`T-BIL`, T1.ID, T1.SEX, T1.Birthday FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID ORDER BY T2.`T-BIL` DESC LIMIT 1",True,False,False,['JOIN'],JOIN,
1225,thrombosis_prediction,List and group all patients by sex for total bilirubin (T-BIL) level not within the normal range.,"SELECT T1.ID,T1.SEX FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.`T-BIL` >= 2.0 GROUP BY T1.SEX,T1.ID",True,True,False,"['JOIN', 'GROUP_BY']",JOIN+GROUP_BY,
1226,thrombosis_prediction,Who is the oldest patient with the highest total cholesterol (T-CHO). State the patient ID and T-CHO index.,"SELECT T1.ID, T2.`T-CHO` FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID ORDER BY T2.`T-CHO` DESC, T1.Birthday ASC LIMIT 1",True,False,False,['JOIN'],JOIN,
1227,thrombosis_prediction,What is the average age of the male patient with high cholesterol?,"SELECT AVG(STRFTIME('%Y', date('NOW')) - STRFTIME('%Y', T1.Birthday)) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.`T-CHO` >= 250 AND T1.SEX = 'M'",True,False,False,['JOIN'],JOIN,
1228,thrombosis_prediction,Provide list of patients and their diagnosis with triglyceride (TG) index greater than 100 of the normal range?,"SELECT T1.ID, T1.Diagnosis FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.TG > 300",True,False,False,['JOIN'],JOIN,
1229,thrombosis_prediction,"For all patients with triglyceride (TG) level beyond the normal range, how many are age more than 50 years?","SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.TG >= 200 AND STRFTIME('%Y', CURRENT_TIMESTAMP) - STRFTIME('%Y', T1.Birthday) > 50",True,False,False,['JOIN'],JOIN,
1230,thrombosis_prediction,List all outpatient within normal range of creatinine phosphokinase. Give me the distinct ids.,SELECT DISTINCT T1.ID FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.CPK < 250 AND T1.Admission = '-',True,False,False,['JOIN'],JOIN,
1231,thrombosis_prediction,"For patient born between 1936-1956, how many male patients have creatinine phosphokinase beyond the normal range?","SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE STRFTIME('%Y', T1.Birthday) BETWEEN '1936' AND '1956' AND T1.SEX = 'M' AND T2.CPK >= 250",True,False,False,['JOIN'],JOIN,
1232,thrombosis_prediction,"Provide ID, sex and age of patient who has blood glucose (GLU) not within normal range but with total cholesterol(T-CHO) within normal range.","SELECT DISTINCT T1.ID, T1.SEX , STRFTIME('%Y', CURRENT_TIMESTAMP) - STRFTIME('%Y', T1.Birthday) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.GLU >= 180 AND T2.`T-CHO` < 250",True,False,False,['JOIN'],JOIN,
1233,thrombosis_prediction,List each patient's ID and blood glucose (GLU) index that were within normal range for patient's whose data was first recorded in 1991.,"SELECT DISTINCT T1.ID, T2.GLU FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE STRFTIME('%Y', T1.`First Date`) = '1991' AND T2.GLU < 180",True,False,False,['JOIN'],JOIN,
1234,thrombosis_prediction,"List the patient ID, sex and birthday who has abnormal white blood cell count. Group them by sex and list the patient by age in ascending order.","SELECT DISTINCT T1.ID, T1.SEX, T1.Birthday FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.WBC <= 3.5 OR T2.WBC >= 9.0 GROUP BY T1.SEX,T1.ID ORDER BY T1.Birthday ASC",True,True,False,"['JOIN', 'GROUP_BY']",JOIN+GROUP_BY,
1235,thrombosis_prediction,What are the patient's diagnosis for those who has lower red blood blood cell? State their ID and age.,"SELECT DISTINCT T1.Diagnosis, T1.ID , STRFTIME('%Y', CURRENT_TIMESTAMP) -STRFTIME('%Y', T1.Birthday) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.RBC < 3.5",True,False,False,['JOIN'],JOIN,
